authors,docId,docLabel,docTitle,docType,doi,href,publicationDate,publisher,resolvedHref,status.active,details,abstract,references.bibliographic,contentType,abbrevTitle,articleType,copyright.holder,copyright.year,issn.print,journalAcronym,keywords,number,pages,publisherLocation.city,publisherLocation.country,volume,revisionOf,status.stabilized,status.superseded,status.supersededBy,status.amended,status.amendedBy,status.reaffirmed,docSuiteTitle,group,references.normative,status.draft,status.unknown,status.withdrawn,status.latestVersion,status.stabilizedDate,status.statusNote,status.supersededDate,status.versionless,status.amendedDate,docNumber,docPart,status.withdrawnDate,isbn,status.errataExist,repo,relatedDocs,status.reaffirmDate,issn,status.errataUrl,status.supersedes,status.amends,releaseTag,status.state,status.stage,approvalDate,icsCodes,productNumber,standardId,familyId,status.withdrawnNotice,depositDate,docElement,status.supersededByr,xmlNamespace
undefined,SMPTE.ST318.2015,SMPTE ST 318:2015,Reference Signals,Standard,10.5594/SMPTE.ST318.2015,https://doi.org/10.5594/SMPTE.ST318.2015,2015-06-05,SMPTE,https://pub.smpte.org/doc/st318/20150605-pub/,true,undefined,"This standard specifies the use of a derivative of a color black signal as a reference for the synchronization of all forms of composite or component, digital or analog equipment using a system standard related to 60/1.001 (nominal 59.94) or 50 Hz. It also provides the option for the reference signal to carry VITC. This will allow the reference to distribute local or UTC time data. — In the case of the reference for 60/1.001 Hz related signals, the signal may carry optionally a ten-field sequence identification signal. This facilitates interworking with equipment operating at related rates (e.g. 24/1.001 (nominal 23.98) Hz or 48 kHz). — Note: SMPTE ST 12-1 Annex B gives guidance on conversion of 24/1.001 (23.98) frames-per-second video to 30/1.001 (29.97) frames-per-second video using the ten-field sequence.","[""SMPTE.ST125.2013"",""SMPTE.ST244.2003"",""SMPTE.ST259.2008"",""SMPTE.ST274.2008"",""SMPTE.ST293.2003"",""SMPTE.ST294.2001"",""SMPTE.ST295.1997"",""SMPTE.ST296.2012"",""SMPTE.ST2059-1.2015"",""SMPTE.RP168.2009""]",undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",2015,null,undefined,"[""Communication"",""Networking and Broadcast Technologies"",""Television"",""Time & Sync""]",undefined,1–8,"White Plains, NY",USA,undefined,undefined,undefined,false,undefined,false,undefined,undefined,Synchronization of 59.94- or 50-Hz Related Video and Audio Systems in Analog and Digital Areas,smpte-32nf-tc,"[""SMPTE.ST12-1.2014"",""SMPTE.ST170.2004"",""IEC.61169-8""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,318,undefined,undefined,978-1-61482-873-0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20150605-pub,undefined,undefined,2015-06-05,"[{""code"":""33.160.01"",""description"":""Audio, video and audiovisual systems in general""},{""code"":""33.170"",""description"":""Television and radio broadcasting""}]",SSD001854,20899,318,undefined,2015-06-21,undefined,undefined,undefined
undefined,SMPTE.ST319.2000,SMPTE ST 319:2000,Transporting MPEG-2 Recoding Information through 4:2:2 Component Digital Interfaces,Standard,10.5594/SMPTE.ST319.2000,https://doi.org/10.5594/SMPTE.ST319.2000,2000-01-20,SMPTE,https://pub.smpte.org/doc/st319/20000120-pub/,true,undefined,"This standard specifies an embedded transport mechanism for the MPEG-2 recoding data set as defined in SMPTE 327M for the representation of MPEG-2 recoding information in ITU-R BT.656, 4:2:2 component digital interfaces. — The recoding data set is derived from an ISO/IEC 13818-1 and 2 compliant MPEG bit stream during the decoding process, as described in ISO/IEC 13818-1 and -2. — For the minimum operation of this standard, the MPEG-2 recoding data set shall be spatially and temporally aligned to each decoded macroblock mapped into an ITU-R BT.656 interface. — This standard specifies the spatially and temporally aligned transport of the MPEG-2 recoding data set within the active picture area on ITU-R BT.656 interfaces for equipment that complies with ISO/IEC 13818-1 and -2, including 422P@ML and MP@ML for both the 625/50 and 525/60 video standards.",undefined,undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",2000,null,undefined,"[""Communication"",""Networking and Broadcast Technologies"",""Television"",""Compression"",""Interface"",""MPEG""]",undefined,1–11,"White Plains, NY",USA,undefined,undefined,true,false,undefined,false,undefined,undefined,Television,smpte-10e-tc,"[""SMPTE.ST327.2000"",""ISO.13818-1.1996"",""ISO.13818-2.1996""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,319,undefined,undefined,978-1-61482-459-6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20000120-pub,undefined,undefined,2000,"[{""code"":""33.160.01"",""description"":""Audio, video and audiovisual systems in general""},{""code"":""33.170"",""description"":""Television and radio broadcasting""}]",SSD001460,20714,319,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST32.1998,SMPTE ST 32:1998,"1/2-in Type H - Cassette, Tape and Records",Standard,10.5594/SMPTE.ST32.1998,https://doi.org/10.5594/SMPTE.ST32.1998,1998-09-23,SMPTE,https://pub.smpte.org/doc/st32/19980923-pub/,true,undefined,"This standard specifies the characteristics and parameters for type H, helical-scan, 1/2-in video tape recorders operating with video signals as defined by ITU-R BT.470 and ANSI/SMPTE 170M, and having a typical scanning structure of 525 lines, 59.94 fields per second, and 2:1 interlace. — This standard also specifies the double record time mode (long play, LP) and the triple record time mode (extended play, EP), and optional frequency modulation (FM) audio recording. — This standard further specifies the dimensions of the video tape and compact video cassette for use in a type H, helical-scan, 1/2-in video tape recording cassette system with the aid of a cassette adaptor. — Finally, this standard specifies the characteristics and parameters for high-performance type H, helical-scan, 1/2-in video tape recorders operating with video signals as defined by ITU-R BT.470 and ANSI/SMPTE 170M, and having a typical scanning structure of 525 lines, 59.94 fields per second, and 2:1 interlace.",null,undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",1998,null,undefined,"[""Communication"",""Networking and Broadcast Technologies"",""Recording"",""Television""]",undefined,1–44,"White Plains, NY",USA,undefined,undefined,true,false,undefined,false,undefined,undefined,Video Recording,smpte-24tb-tc,null,undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,32,undefined,undefined,978-1-61482-284-4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19980923-pub,undefined,undefined,1998,"[{""code"":""33.160.01"",""description"":""Audio, video and audiovisual systems in general""},{""code"":""33.160.99"",""description"":""Other audio, video and audiovisual equipment""},{""code"":""33.170"",""description"":""Television and radio broadcasting""}]",SSD001285,20717,32,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST321.2002,SMPTE ST 321:2002,"Data Stream Format for the Exchange of DV-Based Audio, Data and Compressed Video Over a Serial Data Transport Interface",Standard,10.5594/SMPTE.ST321.2002,https://doi.org/10.5594/SMPTE.ST321.2002,2002-03-28,SMPTE,https://pub.smpte.org/doc/st321/20020328-pub/,true,undefined,"(1.1) This standard defines the format of the data steam for the synchronous exchange of DV-based audio, data, and compressed video (whose data structure is defined in SMPTE 314M and SMPTE 370M) over the interface defined in SMPTE 305M. It covers the transmission of audio, subcode data, and compressed video packets associated with DV-based 25- and 50-Mb/s data structures including faster-than-real-time transmission, and 100-Mb/s data structures for 525/60 SDTI and 625/50 SDTI systems. (1.2) This standard does not include the data stream of a DV-compressed structure as defined in SMPTE 322M. (1.3) Space within SMPTE 305M not used by a data stream conforming to this standard may be used for the transmission of data other than those representing DV-based audio, data, and compressed video. (1.4) In this standard, the 60-Hz system refers to the field frequency 59.94-Hz system and the 50-Hz system refers to the field frequency 50.0-Hz system.","[""SMPTE.ST125.1995"",""SMPTE.ST267.1995"",""SMPTE.ST294.2001"",""SMPTE.ST306.2002"",""IEC.61834-1"",""IEC.61834-2""]",undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",2002,null,undefined,"[""Communication"",""Networking and Broadcast Technologies"",""Interfaces"",""Television"",""Compression"",""Interface"",""DV""]",undefined,1–24,"White Plains, NY",USA,undefined,undefined,true,false,undefined,false,undefined,undefined,Television,smpte-32nf-tc,"[""SMPTE.ST296.2001""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,321,undefined,undefined,978-1-61482-460-2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20020328-pub,undefined,undefined,2002-03-28,"[{""code"":""33.160.01"",""description"":""Audio, video and audiovisual systems in general""},{""code"":""33.170"",""description"":""Television and radio broadcasting""}]",SSD001461,20716,321,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST322.2004,SMPTE ST 322:2004,"Format for Transmission of DV Compressed Video, Audio and Data Over a Serial Data Transport Interface",Standard,10.5594/SMPTE.ST322.2004,https://doi.org/10.5594/SMPTE.ST322.2004,2004-05-10,SMPTE,https://pub.smpte.org/doc/st322/20040510-pub/,true,undefined,"This standard specifies the data structure and the transmission format of DV compressed video, audio, and data over a serial data transport interface (SDTI [SMPTE 305.2M]). The standard is a combination of video, audio, subcode, and control data optimized for the connection between DV-compliant VCRs and disk systems. It ensures high-speed data stream transfer up to five times faster than real time. The video, audio, and subcode data comply with IEC 61834-2 for both 525/60 and 625/50 systems. The bit stream consists of 77-byte DIF data blocks, which are common to other DV based signals. The DIF blocks are mapped onto SDTI using a frame-bounded algorithm preserving ease of manipulating the video and audio data. — The layers of signal processing and related standards are shown in figure 1. — NOTE – For descriptions of the SDTI, refer to SMPTE 305.2M, and for descriptions of video, audio, and subcode data, refer to IEC 61834-2. The standard corresponds to data type [241<inf>h,!</inf>] registered as DVCAM-1 in SMPTE 305.2M.","[""SMPTE.RP168.2002""]",undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",2004,null,undefined,"[""Communication"",""Networking and Broadcast Technologies"",""Interfaces"",""Television"",""Compression"",""Interface"",""DV""]",undefined,1–16,"White Plains, NY",USA,undefined,undefined,undefined,false,undefined,false,undefined,undefined,Television,smpte-32nf-tc,"[""IEC.61834-2""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,322,undefined,undefined,978-1-61482-461-9,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20040510-pub,undefined,undefined,2004-05-10,"[{""code"":""33.160.01"",""description"":""Audio, video and audiovisual systems in general""},{""code"":""33.170"",""description"":""Television and radio broadcasting""}]",SSD001462,20718,322,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST323.2004,SMPTE ST 323:2004,Channel Assignments and Levels on Multichannel 5.1 Audio Media,Standard,10.5594/SMPTE.ST323.2004,https://doi.org/10.5594/SMPTE.ST323.2004,2004-11-08,SMPTE,https://pub.smpte.org/doc/st323/20041108-pub/,true,undefined,"This standard specifies the audio channel assignment, and the relative levels of the audio channels, for recordings of audio programs containing six audio channels, onto storage media for film sound. Programs which are placed on media according to this standard are intended for reproduction in the cinema where the SW channel is always reproduced. This standard is not intended for application in the area of sound intended for reproduction in the domestic consumer environment.",undefined,undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",2004,null,undefined,"[""Film"",""Audio"",""Sound""]",undefined,1–4,"White Plains, NY",USA,undefined,undefined,true,false,undefined,false,undefined,undefined,Motion-Picture Film,smpte-20f-tc,"[""SMPTE.RP127.1999"",""SMPTE.RP155.2004"",""SMPTE.RP200.2002""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,323,undefined,undefined,978-1-61482-462-6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20041108-pub,undefined,undefined,2004,"[{""code"":""33.160.30"",""description"":""Audio systems""},{""code"":""37.060.01"",""description"":""Cinematography in general""},{""code"":""37.060.20"",""description"":""Motion picture films. Cartridges""}]",SSD001463,20719,323,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST324.2004,SMPTE ST 324:2004,Serial Interface for Multiplexing Eight AES Data Streams,Standard,10.5594/SMPTE.ST324.2004,https://doi.org/10.5594/SMPTE.ST324.2004,2004-05-10,SMPTE,https://pub.smpte.org/doc/st324/20040510-pub/,true,undefined,"(1.1) This standard defines a method of mapping up to eight synchronous streams of AES3-compliant data into a self-clocking serial interface. When used for PCM digital audio, the interface can carry up to 16 channels of linearly encoded audio and auxiliary data. Alternatively or concurrently (within the eight stream limit), the interface may be used to carry streams of compressed audio or other data that is packaged into an AES3- compliant stream. The interface is transparent to any data type that is packaged in an AES3-compliant stream that is synchronous with the multiplex. (1.2) PCM audio sampled at 48 kHz and clock-locked to video is the preferred linear baseband audio representation for studio applications and should be used whenever baseband audio is associated with video that is running at standard frame rates. However, this interface supports any frequency of operation supported by AES3, provided that all of the audio channels and/or all the non-audio (see 3.15) data streams are synchronized to a common clock. Ideally all the audio channels should be audio-synchronous (see 3.5) for guaranteed audio phase coherence. (1.3) This standard is intended to provide a reliable method of distributing multiple co-phased channels of digital audio around a studio without losing the initial relative sample-phase relationship. A mechanism is provided to allow multiple 16-channel streams to be re-aligned after a relative misalignment of up to ± 8 samples. (1.4) This interface is intended to be compatible with the complete range of digital television scanning standards and standard film rates.","[""SMPTE.ST125.1995"",""SMPTE.ST260.1999"",""SMPTE.ST274.2003"",""SMPTE.ST293.2003"",""SMPTE.ST296.2001"",""SMPTE.EG26.1995""]",undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",2004,null,undefined,"[""Communication"",""Networking and Broadcast Technologies"",""Interfaces"",""Television"",""Audio"",""Sound"",""Interface"",""AES"",""SDI""]",undefined,1–9,"White Plains, NY",USA,undefined,undefined,undefined,false,undefined,false,undefined,undefined,Television,smpte-32nf-tc,"[""SMPTE.ST276.1995"",""IEC.60169-8""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,324,undefined,undefined,978-1-61482-463-3,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20040510-pub,undefined,undefined,2004-05-10,"[{""code"":""33.160.01"",""description"":""Audio, video and audiovisual systems in general""},{""code"":""33.170"",""description"":""Television and radio broadcasting""}]",SSD001464,20720,324,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST325.1999,SMPTE ST 325:1999,Opportunistic Data Broadcast Flow Control,Standard,10.5594/SMPTE.ST325.1999,https://doi.org/10.5594/SMPTE.ST325.1999,1999-08-19,SMPTE,https://pub.smpte.org/doc/st325/19990819-pub/,true,undefined,"This standard defines the flow control protocol to be used between an emission multiplexer and data server for opportunistic data broadcast. Opportunistic data broadcast inserts data packets into the output multiplex to fill any available free bandwidth. The emission multiplexer maintains a buffer from which it draws data to be inserted. The multiplexer will request additional MPEG-2 transport packets from the data server as its buffer becomes depleted. The number of packets requested depends upon the implementation, with the most stringent requirement being requesting a single MPEG-2 transport packet where the request and delivery can occur in less than the emission time of an MPEG-2 transport packet from the multiplexer. This protocol is designed to be extensible and provide a basis for low-latency, real-time backchannel communications from the emission multiplexer. — Encapsulated in MPEG-2 transport packets, the messages of the flow control protocol are transmitted via MPEG-2 DSM-CC sections, following the message format defined in ISO/IEC 13818–6, chapter 2. Such sections provide the capability to support error correction or error detection (or to ignore either).",undefined,undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",1999,null,undefined,"[""Communication"",""Networking and Broadcast Technologies"",""Interfaces"",""Television"",""Interface"",""MPEG"",""Packet"",""Multiplex""]",undefined,1–6,"White Plains, NY",USA,undefined,undefined,true,false,undefined,false,undefined,undefined,Digital Television,smpte-10e-tc,"[""ISO.13818-1.1996"",""ISO.13818-6.1998""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,325,undefined,undefined,978-1-61482-464-0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19990819-pub,undefined,undefined,1999,"[{""code"":""33.160.01"",""description"":""Audio, video and audiovisual systems in general""},{""code"":""33.170"",""description"":""Television and radio broadcasting""}]",SSD001465,20721,325,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST326.2000,SMPTE ST 326:2000,SDTI Content Package Format (SDTI-CP),Standard,10.5594/SMPTE.ST326.2000,https://doi.org/10.5594/SMPTE.ST326.2000,2000-01-31,SMPTE,https://pub.smpte.org/doc/st326/20000131-pub/,true,undefined,"This standard specifies the format for the transport of content packages (CP) on the serial digital transport interface (SDTI). This format is abbreviated to the term SDTI-CP. The format is a packaging structure for the assembly of system, picture, audio, and auxiliary data items as follows: – A system item assembled as a group of timing and control elements, plus any metadata associated with the picture, audio, and auxiliary data items; – A picture item assembled as a group of up to 255 picture stream elements; – An audio item assembled as a group of up to 255 audio stream elements; – An auxiliary item assembled as a group of up to 255 auxiliary data elements such as ancillary data lines, teletext, and other data. — This standard defines the structure of the content package mapped onto the SDTI transport. All element and metadata formats are defined by SMPTE 331M. — An SDTI-CP compliant receiver shall be capable of receiving and parsing the structure of the SDTI-CP format. — An SDTI-CP compliant decoder is defined by the ability to both receive and decode a defined set of elements and metadata according to an associated decoder template document. — The baseline operation of this standard is defined by the transport of content packages locked to the SDTI transport frame rate. This standard additionally defines format extension capabilities as follows: – Allow content package transfers at higher and lower than the specified rate through isochronous and asynchronous transfer modes; – Provision of a timing mode to reduce delay and provision for two content packages in each SDTI transport frame; – Carriage of content packages in a low-latency mode; and – Multiplexing of content packages from different sources onto one SDTI transport. — This standard is limited to SDTI operating at a bit rate of 270 Mb/s and 360 Mb/s as defined by SMPTE 305M.","[""ISO.13818""]",undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",2000,null,undefined,"[""Communication"",""Networking and Broadcast Technologies"",""Interfaces"",""Television"",""Interface"",""SDI""]",undefined,1–19,"White Plains, NY",USA,undefined,undefined,undefined,false,undefined,false,undefined,undefined,Television,smpte-32nf-tc,"[""SMPTE.ST298.1997"",""SMPTE.ST12.1999"",""SMPTE.RP168.1993"",""SMPTE.RP204.2000""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,326,undefined,undefined,978-1-61482-465-7,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20000131-pub,undefined,undefined,2000,"[{""code"":""33.160.01"",""description"":""Audio, video and audiovisual systems in general""},{""code"":""33.170"",""description"":""Television and radio broadcasting""}]",SSD001466,20722,326,undefined,undefined,m,undefined,undefined
undefined,SMPTE.ST327.2000,SMPTE ST 327:2000,MPEG-2 Video Recoding Data Set,Standard,10.5594/SMPTE.ST327.2000,https://doi.org/10.5594/SMPTE.ST327.2000,2000-01-20,SMPTE,https://pub.smpte.org/doc/st327/20000120-pub/,true,undefined,"This standard specifies the content of the picture related recoding data set for the representation of ISO/IEC 13818–2 MPEG coding information for the purpose of optimally cascading decoders and recoders at any bit rate or GOP structure. The coding information is as derived from an ISO/IEC 13818 compliant MPEG bit stream during the picture decoding process, as described in ISO/IEC 13818–2. — The scope and operation of this standard are the definition of the content of a sufficient recoding data set which may be derived in decoders that comply with ISO/IEC 13818–2, including all nonscalable profiles defined in ISO/IEC 13818–2. — To allow the resynchronization of the video and its associated audio or data after processing, a mechanism using some additional information derived from ISO/IEC 13818–1 is also included in this standard. — This sufficient data set may be transported by various means defined in other SMPTE standards.","[""SMPTE.ST319.2000"",""SMPTE.ST328.2000"",""SMPTE.ST329.2000""]",undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",2000,null,undefined,"[""Communication"",""Networking and Broadcast Technologies"",""Television"",""Compression"",""MPEG""]",undefined,1–9,"White Plains, NY",USA,undefined,undefined,true,false,undefined,false,undefined,undefined,Television,smpte-10e-tc,"[""ISO.13818-1.1996"",""ISO.13818""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,327,undefined,undefined,978-1-61482-466-4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20000120-pub,undefined,undefined,2000,"[{""code"":""33.160.01"",""description"":""Audio, video and audiovisual systems in general""},{""code"":""33.170"",""description"":""Television and radio broadcasting""}]",SSD001467,20723,327,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST328.2000,SMPTE ST 328:2000,MPEG-2 Video Elementary Stream Editing Information,Standard,10.5594/SMPTE.ST328.2000,https://doi.org/10.5594/SMPTE.ST328.2000,2000-01-20,SMPTE,https://pub.smpte.org/doc/st328/20000120-pub/,true,undefined,"This standard defines the MPEG video elementary stream (ES) information to facilitate seamless edits under defined circumstances. The video ES, as defined by the MPEG standards, is supplemented with additional information for professional studio applications. Supplementary information will be carried within the sequence header and the user data area of the video ES. This standard defines the data to be carried and the location of the data.","[""SMPTE.ST329.2000"",""SMPTE.RP210"",""ISO.13818""]",undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",2000,null,undefined,"[""Communication"",""Networking and Broadcast Technologies"",""Television"",""Compression"",""MPEG""]",undefined,1–8,"White Plains, NY",USA,undefined,undefined,true,false,undefined,false,undefined,undefined,Television,smpte-10e-tc,"[""SMPTE.ST12.1999"",""SMPTE.ST309.1999"",""SMPTE.ST326.2000"",""SMPTE.ST327.2000"",""SMPTE.RP186.1995"",""SMPTE.RP202"",""ISO.13818""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,328,undefined,undefined,978-1-61482-467-1,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20000120-pub,undefined,undefined,2000,"[{""code"":""33.160.01"",""description"":""Audio, video and audiovisual systems in general""},{""code"":""33.170"",""description"":""Television and radio broadcasting""}]",SSD001468,20724,328,undefined,undefined,undefined,undefined,undefined
